title,audienceScore,tomatoMeter,popularity,vote_average,vote_count
Pieces of a Woman,84.0,75.0,15.116,7.1,831.0
Hope,81.0,98.0,0.6,0.0,0.0
Hope,81.0,98.0,0.6,9.0,1.0
Hope,81.0,98.0,2.314,7.3,16.0
Hope,81.0,98.0,0.706,5.5,2.0
Hope,81.0,98.0,0.6,7.0,1.0
Hope,81.0,98.0,0.999,5.7,3.0
"Lo and Behold, Reveries of the Connected World",68.0,92.0,,,
Rogue One: A Star Wars Story,87.0,84.0,39.689,7.5,12559.0
Fiddler's Journey to the Big Screen,100.0,100.0,,,
Fagara,69.0,100.0,2.182,7.0,4.0
Ema,63.0,88.0,7.477,6.8,140.0
Ema,63.0,88.0,0.6,0.0,0.0
Boston,71.0,100.0,4.542,7.6,40.0
The Painted Bird,69.0,82.0,7.628,7.2,68.0
Limbo,55.0,93.0,1.091,4.0,6.0
Limbo,55.0,93.0,0.6,6.4,5.0
Limbo,55.0,93.0,1.4,7.5,4.0
Limbo,55.0,93.0,3.255,5.6,22.0
Limbo,55.0,93.0,2.585,7.1,14.0
Limbo,55.0,93.0,0.6,6.0,3.0
Limbo,55.0,93.0,1.347,0.0,0.0
Limbo,55.0,93.0,3.667,7.4,6.0
Fight for Space,50.0,100.0,,,
WarHunt,86.0,21.0,,,
Women He's Undressed,80.0,91.0,3.277,4.8,15.0
The Devil to Pay,80.0,82.0,3.652,7.0,3.0
Hypochondriac,53.0,84.0,5.21,0.0,0.0
Peter and the Farm,76.0,100.0,2.877,7.3,13.0
Pathaan,78.0,85.0,,,
Eating Animals,75.0,91.0,4.214,6.9,19.0
Beba,40.0,84.0,1.4,0.0,0.0
Dream Big: Engineering Our World,64.0,100.0,5.523,6.2,17.0
Paint It Black,48.0,88.0,,,
Worlds Apart,81.0,67.0,5.011,6.6,56.0
Ali & Ava,68.0,94.0,3.165,0.0,0.0
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",87.0,92.0,,,
Varda by Agnès,86.0,98.0,5.064,8.5,49.0
They Shall Not Grow Old,91.0,99.0,14.997,7.8,383.0
The Perfect Candidate,64.0,93.0,5.198,6.5,57.0
Tár,74.0,91.0,,,
The Lost King,89.0,77.0,,,
Custody,84.0,96.0,9.023,7.6,443.0
Custody,84.0,96.0,4.952,7.3,38.0
200 Meters,83.0,90.0,3.646,6.7,3.0
Piku,75.0,89.0,9.462,7.0,128.0
Charming the Hearts of Men,94.0,80.0,,,
The Killing of Two Lovers,68.0,93.0,8.048,6.7,36.0
Safe Spaces,54.0,87.0,,,
Kung Fu Elliot,56.0,87.0,,,
Left on Purpose,100.0,89.0,,,
Night of the Kings,61.0,96.0,4.142,7.1,34.0
Barracuda,63.0,92.0,5.567,6.4,17.0
Tyger Tyger,96.0,10.0,2.606,7.0,4.0
PG: Psycho Goreman,64.0,92.0,,,
After Love,89.0,93.0,5.206,8.1,14.0
After Love,89.0,93.0,5.283,6.0,99.0
After Love,89.0,93.0,8.064,8.0,21.0
The Clan,76.0,84.0,7.709,6.8,324.0
Princess Cyd,80.0,95.0,6.877,6.7,96.0
The Bob's Burgers Movie,89.0,88.0,,,
The Gilligan Manifesto,86.0,20.0,,,
100 Years of Men in Love: The Accidental Collection,55.0,100.0,,,
Sonic the Hedgehog 2,96.0,69.0,258.846,0.0,0.0
The Rescue,89.0,90.0,6.049,10.0,1.0
The Rescue,89.0,90.0,2.456,7.4,24.0
The Amina Profile,55.0,89.0,,,
The Power of the Dog,76.0,94.0,30.49,6.0,1.0
Love and Monsters,89.0,94.0,38.098,7.4,2655.0
Love and Monsters,89.0,94.0,2.862,2.5,4.0
Clash,82.0,93.0,0.6,0.0,0.0
Clash,82.0,93.0,5.432,7.4,70.0
Survivors Guide to Prison,71.0,100.0,,,
Sword of Trust,63.0,94.0,4.504,6.0,61.0
Assassin 33 A.D.,100.0,67.0,18.33,5.3,86.0
Terrifier 2,80.0,85.0,,,
Wildlike,77.0,93.0,,,
Julia,92.0,96.0,0.6,0.0,0.0
Julia,92.0,96.0,7.948,2.0,1.0
Julia,92.0,96.0,3.37,2.0,1.0
Lansky,86.0,62.0,7.932,6.3,36.0
Angel Has Fallen,93.0,39.0,32.901,6.5,2541.0
Fourteen,54.0,98.0,5.609,6.1,14.0
The Last Matinee,60.0,86.0,2.888,6.6,24.0
An Action Hero,74.0,85.0,,,
Operator,60.0,100.0,6.604,5.1,77.0
Operator,60.0,100.0,0.6,8.3,3.0
Operator,60.0,100.0,4.855,6.0,62.0
Operator,60.0,100.0,0.6,0.0,0.0
Brigsby Bear,87.0,82.0,13.059,7.1,283.0
MDMA,82.0,53.0,,,
Surge of Power: Revenge of the Sequel,92.0,50.0,0.632,2.0,1.0
Cinema Sabaya,83.0,92.0,1.4,0.0,0.0
The Battle at Lake Changjin,100.0,36.0,9.694,8.2,6.0
Train to Busan,89.0,94.0,80.32,7.8,5203.0
Nanny,62.0,90.0,6.845,0.0,0.0
The Salesman,84.0,96.0,17.298,7.3,629.0
The Mustang,74.0,95.0,9.976,7.0,273.0
Intent to Destroy,93.0,92.0,,,
The Domestics,49.0,100.0,10.794,6.2,332.0
Silicon Cowboys,74.0,100.0,4.726,6.7,51.0
Strike a Pose,70.0,95.0,2.828,7.1,32.0
The Elephant Queen,88.0,91.0,7.124,7.6,44.0
My Life as a Zucchini,89.0,99.0,12.21,7.8,977.0
Jackie,60.0,88.0,14.123,6.4,1952.0
Jackie,60.0,88.0,0.6,0.0,0.0
Jackie,60.0,88.0,0.6,7.0,1.0
The Whale,91.0,64.0,,,
A Dog's Journey,91.0,51.0,43.521,8.1,1016.0
Bohemian Rhapsody,85.0,60.0,69.966,8.0,13848.0
They'll Love Me When I'm Dead,82.0,92.0,6.582,7.3,99.0
Paddington 2,88.0,99.0,27.354,7.5,1547.0
Jumanji: Welcome to the Jungle,87.0,76.0,52.538,6.8,11167.0
The Bad Kids,81.0,100.0,2.808,7.1,21.0
Swallow,71.0,87.0,11.806,6.6,380.0
The Dawn Wall,95.0,100.0,8.326,8.1,220.0
The Broken Hearts Gallery,88.0,79.0,11.808,7.4,173.0
The Walk,77.0,83.0,13.53,7.0,2623.0
The Walk,77.0,83.0,0.6,0.0,0.0
Back to the Outback,70.0,82.0,30.16,7.4,29.0
The Nice Guys,79.0,91.0,21.168,7.1,6136.0
God's Time,89.0,57.0,,,
I'm Your Woman,50.0,81.0,7.776,6.0,129.0
Bethany Hamilton: Unstoppable,95.0,74.0,,,
Harry Benson: Shoot First,46.0,86.0,,,
Where the Crawdads Sing,96.0,34.0,5.641,0.0,0.0
Useless Humans,87.0,40.0,,,
The Marksman,83.0,39.0,243.661,7.1,958.0
She Will,49.0,85.0,,,
The Woman Who Loves Giraffes,100.0,100.0,,,
Hive,81.0,100.0,2.657,0.0,0.0
Hail Satan?,85.0,96.0,10.423,7.1,98.0
She Dies Tomorrow,23.0,84.0,7.504,5.5,86.0
Benny Loves You,51.0,81.0,77.637,6.3,101.0
Patriots Day,86.0,80.0,20.846,7.0,2063.0
City of Ghosts,82.0,98.0,4.78,7.0,48.0
Mississippi Grind,55.0,91.0,9.479,6.0,346.0
You Were Never Really Here,64.0,89.0,16.358,6.5,2103.0
Sunken Roads: Three Generations After D-Day,100.0,83.0,,,
The Game Changers,99.0,70.0,9.719,7.3,222.0
The Class,89.0,29.0,,,
The Hunting Ground,85.0,93.0,7.843,7.4,117.0
The Hunting Ground,85.0,93.0,0.626,9.0,1.0
Jurassic Punk,68.0,100.0,,,
Old Henry,91.0,94.0,36.633,7.3,63.0
Oliver Sacks: His Own Life,88.0,100.0,3.365,0.0,0.0
Blood Stripe,75.0,88.0,1.799,6.0,2.0
Summer 1993,83.0,100.0,6.928,7.1,135.0
Window Horses,85.0,92.0,,,
The Beatles: Get Back - The Rooftop Concert,96.0,100.0,21.686,10.0,2.0
The Seven Faces of Jane,93.0,35.0,,,
Rock Rubber 45s,80.0,100.0,,,
Eternal Spring,91.0,79.0,,,
We Have Always Lived in the Castle,72.0,88.0,9.988,5.3,196.0
Nanpakal Nerathu Mayakkam,91.0,100.0,,,
A Journal for Jordan,95.0,39.0,9.907,0.0,0.0
Hustlers,65.0,87.0,36.238,6.5,2367.0
BPM (Beats Per Minute),84.0,99.0,,,
DriverX,86.0,50.0,3.294,6.1,12.0
Eagles of Death Metal: Nos Amis (Our Friends),90.0,100.0,,,
Midnighters,36.0,81.0,4.329,5.7,44.0
The Cage Fighter,46.0,94.0,3.554,6.3,9.0
Jim Gaffigan: Noble Ape,85.0,100.0,2.591,7.4,21.0
Detention,90.0,86.0,5.131,6.6,56.0
A Hard Day,77.0,83.0,,,
M.F.A.,85.0,80.0,6.458,6.1,102.0
Foxtrot,77.0,94.0,12.569,6.8,152.0
The Planters,75.0,95.0,,,
Confetti,92.0,82.0,1.286,0.0,0.0
Mass,90.0,95.0,3.242,9.0,1.0
They Call Us Monsters,73.0,83.0,3.335,6.8,16.0
Causeway,73.0,84.0,,,
Betting on Zero,79.0,100.0,8.558,7.2,86.0
The Integrity of Joseph Chambers,60.0,89.0,,,
Thirteen Lives,94.0,86.0,,,
Beans,81.0,91.0,7.862,8.0,1.0
Coming Home in the Dark,46.0,92.0,7.419,5.5,18.0
Cinderella,78.0,83.0,62.344,6.8,6039.0
Cinderella,78.0,83.0,111.016,6.7,885.0
Cinderella,78.0,83.0,0.628,0.0,0.0
The Trial of the Chicago 7,90.0,89.0,21.328,7.8,2075.0
Free Guy,94.0,80.0,1480.265,7.8,3575.0
Take Me to the River: New Orleans,89.0,90.0,,,
Extraordinary Mission,89.0,80.0,5.316,6.3,21.0
The Pearl Button,82.0,94.0,3.744,7.0,51.0
Doctor Sleep,89.0,78.0,26.872,7.2,2993.0
Bros,90.0,89.0,,,
Phantom Thread,71.0,91.0,17.592,7.3,2721.0
Haze,83.0,88.0,0.6,10.0,1.0
Family Camp,84.0,40.0,,,
India Sweets and Spices,78.0,83.0,9.503,0.0,0.0
SPL 2: A Time for Consequences,63.0,100.0,,,
The Battleship Island,81.0,67.0,19.515,7.2,174.0
Ghost Stories,59.0,85.0,6.969,4.8,48.0
Ghost Stories,59.0,85.0,16.05,6.5,928.0
Logan,90.0,94.0,64.872,7.8,16202.0
Ten Minutes to Midnight,45.0,85.0,4.229,5.9,13.0
Shiva Baby,77.0,96.0,1.903,6.8,6.0
Shiva Baby,77.0,96.0,11.677,7.2,158.0
Big Fish & Begonia,70.0,91.0,27.026,7.5,313.0
Cowboys,59.0,92.0,16.29,6.7,23.0
The Man in the Basement,83.0,85.0,2.195,5.5,11.0
The Little Prince,84.0,92.0,0.6,0.0,0.0
The Little Prince,84.0,92.0,29.803,7.6,2254.0
Nuts!,78.0,94.0,2.878,6.6,24.0
Sunset Song,51.0,81.0,4.883,6.4,76.0
The Wailing,82.0,99.0,17.373,7.3,1138.0
Take the Night,80.0,83.0,,,
Chandigarh Kare Aashiqui,100.0,82.0,15.702,0.0,0.0
DC League of Super-Pets,88.0,73.0,5.377,0.0,0.0
Hill of Freedom,56.0,83.0,,,
Havana Motor Club,38.0,88.0,,,
The Lady in the Van,64.0,89.0,13.902,6.4,571.0
Letter From Masanjia,89.0,100.0,,,
Elizabeth Blue,97.0,58.0,1.892,6.0,3.0
All In: The Fight for Democracy,67.0,100.0,3.207,7.6,13.0
"Goodbye, Don Glees!",87.0,100.0,,,
Ford v Ferrari,98.0,92.0,47.715,8.0,5194.0
Roadrunner: A Film About Anthony Bourdain,94.0,91.0,5.518,6.9,13.0
Coup 53,83.0,100.0,2.608,8.0,4.0
In Jackson Heights,78.0,96.0,3.174,6.8,14.0
Downton Abbey,94.0,84.0,14.161,7.1,759.0
Avengers: Infinity War,92.0,85.0,295.821,8.3,23058.0
Ne Zha,98.0,88.0,21.043,8.0,236.0
Ne Zha,98.0,88.0,5.626,8.0,2.0
Fully Realized Humans,78.0,83.0,2.412,3.2,3.0
Civil: Ben Crump,67.0,88.0,,,
She Said,91.0,88.0,,,
Summertime,85.0,81.0,8.8,6.8,256.0
Summertime,85.0,81.0,5.535,6.3,267.0
Summertime,85.0,81.0,2.564,7.5,6.0
Passage to Mars,85.0,29.0,4.099,4.2,10.0
Beasts of No Nation,92.0,91.0,15.827,7.6,1335.0
High Strung Free Dance,82.0,50.0,11.578,7.4,174.0
Hero Mode,81.0,46.0,,,
Taurus,92.0,62.0,2.797,6.0,2.0
Dragon Ball Super: Super Hero,95.0,93.0,,,
Tijuana Jackson: Purpose Over Prison,97.0,67.0,,,
Aida's Secrets,79.0,100.0,1.991,7.2,5.0
The Reason I Jump,73.0,97.0,2.663,8.3,4.0
Pad Man,89.0,74.0,7.09,7.4,143.0
Lover for a Day,42.0,82.0,2.78,6.4,58.0
Apprentice,63.0,85.0,2.516,6.9,40.0
Rams,70.0,91.0,3.79,7.3,7.0
Rams,70.0,91.0,10.392,7.1,196.0
Rams,70.0,91.0,4.565,6.5,36.0
Different Flowers,85.0,80.0,2.633,6.1,12.0
The Heart of Nuba,80.0,100.0,,,
Super 30,92.0,31.0,3.706,7.6,55.0
Long Day's Journey Into Night,67.0,93.0,9.051,7.0,134.0
Funny Pages,51.0,83.0,,,
Kajillionaire,47.0,90.0,14.126,6.2,241.0
The Gospel According to André,77.0,87.0,3.696,6.1,11.0
Skid Row Marathon,100.0,100.0,,,
Gagarine,50.0,95.0,5.487,6.7,34.0
Gagarine,50.0,95.0,0.6,6.3,2.0
Jethica,83.0,91.0,,,
Sweet Country,71.0,96.0,6.442,6.6,128.0
Arcadia,50.0,92.0,2.324,6.9,7.0
Arcadia,50.0,92.0,2.443,4.0,7.0
The Beatles: Eight Days a Week -- The Touring Years,89.0,96.0,,,
Breaking a Monster,58.0,100.0,,,
What They Had,83.0,87.0,6.744,6.6,77.0
Against the Night,96.0,9.0,3.939,4.7,16.0
What We Do Next,93.0,94.0,,,
An Elephant Sitting Still,76.0,94.0,7.132,8.1,114.0
Far From Men,74.0,84.0,,,
Doobious Sources,100.0,0.0,1.962,3.5,2.0
The Farthest,93.0,100.0,4.66,7.7,35.0
They Will Have to Kill Us First,62.0,100.0,1.667,6.3,4.0
Moynihan,67.0,86.0,0.687,0.0,0.0
Hesburgh,100.0,82.0,,,
Citizen K,71.0,95.0,2.88,5.8,14.0
The Girl and the Spider,50.0,93.0,3.265,4.0,1.0
Eye in the Sky,82.0,95.0,11.542,7.1,1224.0
Elián,67.0,100.0,3.581,6.5,4.0
After We Leave,39.0,83.0,20.627,5.4,22.0
Screwball,92.0,94.0,4.289,6.3,21.0
Sausage Party,50.0,82.0,81.512,5.7,5938.0
Golden Voices,78.0,100.0,0.742,6.3,3.0
Clemency,65.0,92.0,5.45,6.6,56.0
Corsage,57.0,86.0,,,
Human Nature,76.0,97.0,3.214,7.1,21.0
Human Nature,76.0,97.0,0.703,6.3,2.0
Midnight Special,67.0,83.0,13.059,6.2,1547.0
The Death of Louis XIV,58.0,88.0,3.734,6.2,56.0
Mirai,79.0,91.0,52.285,7.2,524.0
Rosie,75.0,94.0,3.247,5.8,20.0
Avengers: Endgame,90.0,94.0,200.924,8.3,19466.0
The Load,72.0,100.0,2.62,6.8,16.0
A Cool Fish,89.0,20.0,3.554,6.3,28.0
The Human Voice,71.0,97.0,6.972,6.9,65.0
Crime + Punishment,93.0,93.0,1.577,7.2,7.0
Other People,79.0,85.0,5.825,6.4,146.0
Country Gold,100.0,89.0,,,
Roll Red Roll,75.0,100.0,4.168,6.9,40.0
Stay the Night,68.0,86.0,,,
Dawson City: Frozen Time,68.0,100.0,4.801,7.3,42.0
Eva Hesse,67.0,81.0,4.604,6.5,8.0
Mission: Impossible - Fallout,88.0,97.0,38.781,7.4,6223.0
Rojo,40.0,96.0,4.203,6.2,37.0
Luzzu,79.0,98.0,1.933,6.0,3.0
The Woman King,99.0,94.0,,,
Wonder Woman,83.0,93.0,75.103,7.3,17053.0
Gloria Bell,47.0,91.0,14.286,5.9,225.0
The Shadow of Violence,67.0,94.0,,,
Woman at War,86.0,97.0,7.643,7.1,279.0
Peace by Chocolate,75.0,86.0,4.156,8.0,1.0
Fences,75.0,92.0,0.6,0.0,0.0
Fences,75.0,92.0,22.391,6.8,2063.0
Next Exit,57.0,83.0,,,
Vesper,58.0,90.0,,,
Jingle Jangle: A Christmas Journey,70.0,89.0,42.507,6.7,364.0
Harriet,97.0,74.0,20.512,7.3,522.0
Silencio,94.0,35.0,4.967,6.8,12.0
Spy,78.0,95.0,32.823,6.8,5076.0
Finding Dory,84.0,94.0,39.743,7.1,10192.0
Inxeba,66.0,91.0,,,
The Adventures of Errol Flynn,81.0,48.0,,,
Spirited,81.0,70.0,,,
Gabby Giffords Won't Back Down,96.0,100.0,,,
Everybody Wants Some!!,68.0,87.0,12.386,6.3,870.0
Badhaai Do,86.0,94.0,7.379,7.1,7.0
"Argentina, 1985",93.0,96.0,,,
Glass Chin,44.0,86.0,,,
Behemoth,85.0,96.0,2.921,7.6,31.0
Behemoth,85.0,96.0,2.344,4.8,5.0
Selena Gomez: My Mind and Me,94.0,97.0,,,
Theo Who Lived,40.0,83.0,,,
Auggie,71.0,82.0,,,
Saving Mr. Wu,67.0,100.0,4.817,6.2,68.0
Catch the Fair One,62.0,92.0,1.812,0.0,0.0
Things to Come,71.0,99.0,0.6,0.0,0.0
Things to Come,71.0,99.0,6.65,6.5,238.0
Living,86.0,96.0,2.693,0.0,0.0
What Haunts Us,76.0,100.0,,,
I Am Lisa,66.0,90.0,,,
Lucky Grandma,74.0,96.0,2.463,6.6,11.0
Soufra,88.0,100.0,,,
A Mouthful of Air,81.0,68.0,6.24,6.3,2.0
Love Thy Nature,89.0,30.0,,,
Topside,79.0,81.0,1.96,10.0,1.0
Isle of Dogs,87.0,90.0,22.039,7.9,3606.0
Maria by Callas: In Her Own Words,71.0,91.0,,,
Level 16,62.0,83.0,,,
Our Last Tango,57.0,90.0,1.467,6.4,21.0
Maleficent: Mistress of Evil,95.0,39.0,97.089,7.4,4736.0
The Pay Day,100.0,50.0,,,
Saving Brinton,78.0,93.0,2.457,7.4,5.0
Super Deluxe,93.0,80.0,3.972,7.9,59.0
The Vigil,52.0,91.0,8.473,5.8,196.0
Encanto,93.0,91.0,2782.527,7.4,297.0
Closure,94.0,80.0,,,
The Guilty,87.0,98.0,11.436,7.3,1201.0
The Guilty,87.0,98.0,77.197,6.5,1066.0
Our Evil,53.0,100.0,2.224,5.7,33.0
Pompo the Cinephile,97.0,92.0,,,
Birdman or (The Unexpected Virtue of Ignorance),78.0,91.0,,,
Ktown Cowboys,93.0,30.0,,,
The Outpost,81.0,92.0,19.355,6.9,657.0
Paper Spiders,95.0,100.0,2.926,6.7,3.0
The Transfiguration,55.0,85.0,6.461,6.1,100.0
Tangerines,89.0,88.0,,,
Father Never Bothered,85.0,75.0,5.109,6.6,27.0
Satan & Adam,88.0,83.0,,,
The Harbinger,50.0,94.0,,,
The Happiest Day in the Life of Olli Mäki,74.0,98.0,3.86,6.7,56.0
Last Call,90.0,30.0,4.34,0.0,0.0
Last Call,90.0,30.0,2.59,7.0,4.0
Last Call,90.0,30.0,0.6,0.0,0.0
Last Call,90.0,30.0,3.988,4.2,5.0
Last Call,90.0,30.0,1.137,0.0,0.0
Last Call,90.0,30.0,0.6,6.0,1.0
Last Call,90.0,30.0,2.658,1.0,1.0
The Phantom of the Open,89.0,86.0,2.6,0.0,0.0
Phantom Boy,73.0,88.0,4.068,7.1,53.0
Girl Asleep,59.0,82.0,5.419,6.5,82.0
The Twentieth Century,71.0,93.0,3.376,6.8,14.0
Doctor Strange,86.0,89.0,130.723,7.4,17736.0
The Divine Order,64.0,85.0,5.495,7.5,106.0
Saint Maud,66.0,93.0,19.389,6.8,329.0
Hold Me Tight,45.0,86.0,0.6,0.0,0.0
Hold Me Tight,45.0,86.0,1.776,6.8,12.0
Wrestling Jerusalem,95.0,60.0,,,
The Anthropologist,74.0,100.0,0.688,10.0,3.0
Sorry to Bother You,70.0,93.0,14.65,6.8,1034.0
The Vanishing,49.0,85.0,16.968,5.6,521.0
Clerks III,93.0,62.0,,,
As They Made Us,87.0,81.0,,,
76 Days,84.0,100.0,3.816,7.7,15.0
Vikram,95.0,57.0,,,
Year by the Sea,81.0,48.0,,,
Dragon Ball Z: Resurrection F,84.0,83.0,,,
The Independents,97.0,100.0,,,
Fake Blood,83.0,86.0,2.095,5.1,7.0
Koko-di Koko-da,58.0,81.0,3.674,6.0,36.0
The Red Turtle,80.0,93.0,12.327,7.5,932.0
Alt-Right: Age of Rage,56.0,88.0,1.209,6.0,17.0
Mission Control: The Unsung Heroes of Apollo,79.0,100.0,5.078,7.0,28.0
Sensation,95.0,13.0,,,
Little Men,63.0,97.0,7.643,6.6,114.0
Becks,88.0,95.0,3.255,5.8,17.0
On the Way to School,88.0,63.0,,,
Your Name,94.0,98.0,,,
The American Dream and Other Fairy Tales,60.0,94.0,2.289,0.0,0.0
Breathe,79.0,93.0,17.042,7.4,573.0
Breathe,79.0,93.0,2.195,6.0,1.0
X Plus Y,77.0,87.0,,,
One Night in Miami,78.0,98.0,,,
David Lynch: The Art Life,74.0,91.0,8.464,7.0,137.0
The Kid Who Would Be King,55.0,90.0,14.641,6.1,540.0
Deepwater Horizon,82.0,82.0,21.711,6.8,3595.0
Tunnel,82.0,100.0,9.466,7.3,381.0
The Wave,66.0,83.0,22.008,6.7,984.0
The Wave,66.0,83.0,5.821,5.7,66.0
A Monster With a Thousand Heads,64.0,88.0,,,
Personal Shopper,52.0,81.0,27.991,5.9,962.0
A Jazzman's Blues,86.0,65.0,,,
Adverse,81.0,75.0,3.86,5.2,9.0
The Big Short,88.0,89.0,24.237,7.3,7000.0
Free Solo,93.0,98.0,13.958,8.0,916.0
Honey Boy,92.0,95.0,13.689,7.2,429.0
S...house,81.0,95.0,,,
Morris From America,60.0,87.0,,,
The Survivalist,66.0,96.0,6.027,6.3,230.0
The Survivalist,66.0,96.0,7.69,0.0,0.0
Paths of the Soul,96.0,94.0,2.223,7.1,17.0
Do Not Resist,62.0,91.0,3.458,6.7,24.0
Laal Singh Chaddha,91.0,65.0,,,
A Taxi Driver,91.0,96.0,13.743,8.2,574.0
Dark Money,64.0,96.0,3.142,7.3,15.0
Son of Monarchs,100.0,92.0,4.952,3.5,2.0
Gordon Lightfoot: If You Could Read My Mind,79.0,89.0,3.731,6.6,12.0
McQueen,79.0,99.0,6.398,7.7,96.0
Swing Kids,97.0,63.0,4.739,8.4,50.0
Bad Reputation,84.0,79.0,5.385,6.5,20.0
The Meyerowitz Stories (New and Selected),72.0,93.0,8.754,6.4,895.0
Score: A Film Music Documentary,83.0,91.0,8.139,7.3,82.0
"I, Tonya",88.0,90.0,27.174,7.5,4583.0
Twenty Two,92.0,100.0,0.92,7.0,8.0
Kickboxer: Retaliation,84.0,92.0,21.119,5.4,208.0
"""Sr.""",90.0,97.0,,,
Baja,97.0,43.0,3.258,6.3,11.0
Tyson's Run,86.0,60.0,,,
Recovery Boys,82.0,100.0,5.003,6.4,12.0
Bennett's War,82.0,50.0,8.993,7.0,40.0
Joshua: Teenager vs. Superpower,85.0,93.0,4.33,7.3,39.0
November,76.0,96.0,4.294,7.6,89.0
November,76.0,96.0,0.675,8.0,1.0
Another Day of Life,88.0,89.0,4.919,7.6,72.0
Shazam!,82.0,90.0,93.256,7.1,7026.0
A Dark Foe,92.0,60.0,3.356,3.0,6.0
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",95.0,20.0,,,
The Student,67.0,87.0,3.304,5.0,2.0
The Student,67.0,87.0,9.268,6.6,120.0
The Student,67.0,87.0,5.803,5.8,13.0
Playground,81.0,100.0,1.987,6.4,19.0
Playground,81.0,100.0,5.384,0.0,0.0
Playground,81.0,100.0,0.643,0.0,0.0
Loving Vincent,86.0,84.0,13.209,8.1,1944.0
Extremity,38.0,100.0,,,
Father,100.0,100.0,3.547,8.2,9.0
Father,100.0,100.0,0.6,0.0,1.0
Father,100.0,100.0,0.6,4.0,2.0
Okja,81.0,86.0,28.474,7.4,3434.0
The Final Year,49.0,83.0,,,
Greater,86.0,69.0,6.458,6.9,65.0
RBG,78.0,93.0,6.782,7.6,231.0
Liyana,71.0,98.0,3.171,0.0,0.0
Infinitely Polar Bear,71.0,82.0,,,
All These Small Moments,71.0,83.0,5.767,6.5,28.0
Birdboy: The Forgotten Children,75.0,94.0,4.221,7.5,76.0
Relic,52.0,92.0,21.431,6.0,446.0
Loving,76.0,88.0,18.024,6.7,759.0
Kapoor & Sons -- Since 1921,80.0,100.0,,,
The Lost Leonardo,84.0,98.0,3.569,5.0,1.0
Finders Keepers,73.0,98.0,3.654,6.6,46.0
Burden,97.0,50.0,2.936,6.1,9.0
Burden,97.0,50.0,4.823,6.0,33.0
Gabriel and the Mountain,71.0,84.0,2.783,6.8,44.0
Carmen,67.0,100.0,0.879,4.0,1.0
Villains,77.0,84.0,8.575,6.3,214.0
Sunshine Superman,67.0,92.0,,,
For the Love of Spock,82.0,100.0,8.213,7.5,121.0
Pearl,82.0,92.0,1.834,5.7,6.0
Pearl,82.0,92.0,1.625,6.4,21.0
Pearl,82.0,92.0,2.045,0.0,0.0
Pearl,82.0,92.0,0.6,0.0,0.0
Bumblebee,74.0,91.0,51.041,6.7,4667.0
Broker,88.0,94.0,0.6,0.0,0.0
Fatima,53.0,84.0,4.716,6.2,101.0
Fatima,53.0,84.0,12.826,7.2,56.0
All the Streets Are Silent: The Convergence of Hip Hop and Skateboarding (1987-1997),38.0,90.0,,,
The Banker,100.0,79.0,17.03,7.5,498.0
Tito and the Birds,77.0,84.0,1.73,6.3,23.0
Railway Children,92.0,55.0,,,
Son of Saul,79.0,96.0,9.007,7.2,798.0
The Humans,44.0,92.0,7.518,0.0,0.0
Violet Evergarden: The Movie,99.0,100.0,28.25,8.8,143.0
The Black Panthers: Vanguard of the Revolution,72.0,92.0,4.987,7.1,49.0
"Alice, Darling",46.0,83.0,,,
Both Sides of the Blade,44.0,84.0,,,
Shirley,54.0,87.0,8.042,6.4,92.0
Hard Luck Love Song,89.0,37.0,7.801,4.5,2.0
Luca,86.0,91.0,2.991,6.4,8.0
Luca,86.0,91.0,643.727,8.0,5045.0
Days,78.0,96.0,1.387,7.9,7.0
Sound of Metal,90.0,97.0,17.635,7.8,1564.0
Bliss,62.0,87.0,1.639,6.3,6.0
Bliss,62.0,87.0,7.874,6.0,103.0
Bliss,62.0,87.0,0.752,8.5,2.0
Bliss,62.0,87.0,28.599,5.5,404.0
A Christmas Horror Story,48.0,83.0,6.604,5.8,226.0
Capital in the Twenty-First Century,71.0,93.0,3.728,6.4,43.0
The Croods: A New Age,94.0,77.0,287.704,7.6,2625.0
Night Comes On,74.0,98.0,5.141,6.1,22.0
Ready or Not,78.0,88.0,23.741,7.0,2828.0
My Friend Dahmer,61.0,86.0,10.971,6.5,369.0
The Rescue,99.0,96.0,6.049,10.0,1.0
The Rescue,99.0,96.0,2.456,7.4,24.0
Long Distance,71.0,85.0,,,
Lapsis,69.0,95.0,2.391,6.4,19.0
Milkwater,62.0,100.0,,,
End of Sentence,88.0,92.0,3.726,5.9,28.0
Born in China,73.0,83.0,10.994,7.3,131.0
Soft & Quiet,60.0,86.0,5.18,0.0,0.0
Jackass Forever,91.0,85.0,353.588,7.1,11.0
The Lost Daughter,52.0,94.0,6.263,0.0,0.0
Fanny: The Right to Rock,79.0,100.0,1.838,0.0,0.0
Batla House,90.0,38.0,3.449,6.9,30.0
Southwest of Salem: The Story of the San Antonio Four,50.0,100.0,,,
Remember This,100.0,100.0,,,
The Dark and the Wicked,64.0,91.0,8.99,6.1,162.0
News of the World,89.0,88.0,24.653,7.0,1185.0
Roald Dahl's Matilda the Musical,74.0,92.0,,,
